textgrid_path,wav_path,textgrid_first_phoneme_start,audio_voice_start,delta_seconds,status,message
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\alignments\picture2\sub071_picture2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\audios\picture2\sub071_picture2_audio.wav,3.280000,2.921813,0.358187,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\alignments\rainbow\sub071_rainbow_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\audios\rainbow\sub071_rainbow_audio.wav,1.790000,1.791813,-0.001812,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\alignments\shibboleth\sub071_shibboleth_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\audios\shibboleth\sub071_shibboleth_audio.wav,2.510000,2.641313,-0.131313,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\alignments\topic2\sub071_topic2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\audios\topic2\sub071_topic2_audio.wav,2.470000,2.625500,-0.155500,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\alignments\vcv3\sub071_vcv3_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub071\audios\vcv3\sub071_vcv3_audio.wav,1.972673,2.151500,-0.178827,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\alignments\bvt\sub072_bvt_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\audios\bvt\sub072_bvt_audio.wav,1.790000,1.792062,-0.002062,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\alignments\grandfather1\sub072_grandfather1_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\audios\grandfather1\sub072_grandfather1_audio.wav,2.550000,2.681938,-0.131938,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\alignments\northwind1\sub072_northwind1_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\audios\northwind1\sub072_northwind1_audio.wav,2.190000,2.327875,-0.137875,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\alignments\picture2\sub072_picture2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\audios\picture2\sub072_picture2_audio.wav,0.440000,3.178437,-2.738437,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\alignments\rainbow\sub072_rainbow_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\audios\rainbow\sub072_rainbow_audio.wav,2.430000,2.448000,-0.018000,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\alignments\shibboleth\sub072_shibboleth_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\audios\shibboleth\sub072_shibboleth_audio.wav,2.080000,2.274250,-0.194250,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\alignments\topic2\sub072_topic2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub072\audios\topic2\sub072_topic2_audio.wav,0.330000,3.344313,-3.014312,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\bvt\sub074_bvt_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\bvt\sub074_bvt_audio.wav,1.712579,1.791750,-0.079171,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\grandfather1\sub074_grandfather1_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\grandfather1\sub074_grandfather1_audio.wav,2.000000,2.007938,-0.007938,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\grandfather2\sub074_grandfather2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\grandfather2\sub074_grandfather2_audio.wav,2.230000,2.231500,-0.001500,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\northwind1\sub074_northwind1_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\northwind1\sub074_northwind1_audio.wav,1.970000,2.043063,-0.073063,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\northwind2\sub074_northwind2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\northwind2\sub074_northwind2_audio.wav,2.280000,2.574750,-0.294750,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\picture2\sub074_picture2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\picture2\sub074_picture2_audio.wav,4.062049,4.093687,-0.031639,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\rainbow\sub074_rainbow_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\rainbow\sub074_rainbow_audio.wav,1.940000,1.926625,0.013375,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\shibboleth\sub074_shibboleth_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\shibboleth\sub074_shibboleth_audio.wav,2.350000,2.446125,-0.096125,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\topic2\sub074_topic2_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\topic2\sub074_topic2_audio.wav,6.291772,4.141312,2.150459,ok,
F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\alignments\vcv3\sub074_vcv3_alignment.textgrid,F:\schoolworks\FAU\ss26\mt\USC-annot-16\sub074\audios\vcv3\sub074_vcv3_audio.wav,1.488340,1.843938,-0.355597,ok,
